CustomerID,TransactionDate,Quantity,UnitPrice
CUST00267,2023-03-22,15,7.77
CUST00479,2023-03-22,5,21.86
CUST00333,2023-03-23,6,45.25
CUST00010,2023-03-23,1,29.91
CUST00058,2023-03-23,6,15.7
CUST00003,2023-03-23,20,7.57
CUST00984,2023-03-23,7,34.43
CUST00422,2023-03-23,16,42.29
CUST00505,2023-03-23,15,32.02
CUST00786,2023-03-23,1,33.89
CUST00938,2023-03-23,15,31.09
CUST00620,2023-03-23,2,34.0
CUST00034,2023-03-23,13,31.8
CUST00529,2023-03-23,15,47.29
CUST00244,2023-03-23,19,39.34
CUST00968,2023-03-23,8,24.76
CUST00443,2023-03-23,4,26.71
CUST00119,2023-03-23,20,9.16
CUST00955,2023-03-23,6,43.8
CUST00406,2023-03-23,17,9.24
CUST00307,2023-03-23,17,14.97
CUST00983,2023-03-23,19,30.58
CUST00364,2023-03-23,19,44.88
CUST00007,2023-03-23,20,45.07
CUST00673,2023-03-23,3,21.87
CUST00735,2023-03-23,9,46.22
CUST00557,2023-03-23,18,34.31
CUST00651,2023-03-23,14,19.31
CUST00492,2023-03-23,8,17.15
CUST00369,2023-03-23,15,26.09
CUST00597,2023-03-24,8,19.24
CUST00573,2023-03-24,3,10.63
CUST00840,2023-03-24,20,29.88
CUST00819,2023-03-24,12,19.42
CUST00957,2023-03-24,19,17.3
CUST00512,2023-03-24,2,23.66
CUST00271,2023-03-24,16,46.32
CUST00921,2023-03-24,8,16.32
CUST00388,2023-03-24,8,30.4
CUST00265,2023-03-24,3,48.67
CUST00641,2023-03-24,9,35.15
CUST00869,2023-03-24,1,33.52
CUST00596,2023-03-24,4,16.42
CUST00483,2023-03-24,13,28.8
CUST00213,2023-03-24,20,37.08
CUST00098,2023-03-24,2,49.11
CUST00165,2023-03-24,13,13.82
CUST00034,2023-03-24,18,24.23
CUST00929,2023-03-24,19,33.5
CUST00980,2023-03-24,10,38.06
CUST00091,2023-03-25,14,41.06
CUST00384,2023-03-25,7,49.71
CUST00695,2023-03-25,4,25.53
CUST00871,2023-03-25,3,47.12
CUST00381,2023-03-25,3,22.74
CUST00363,2023-03-25,7,39.52
CUST00934,2023-03-25,4,35.07
CUST00224,2023-03-25,3,32.69
CUST00741,2023-03-25,8,9.18
CUST00693,2023-03-25,14,33.73
CUST00245,2023-03-25,1,40.51
CUST00699,2023-03-25,12,30.88
CUST00562,2023-03-25,17,11.39
CUST00965,2023-03-25,18,33.95
CUST00359,2023-03-25,6,25.62
CUST00045,2023-03-25,17,26.43
CUST00692,2023-03-25,19,9.55
CUST00049,2023-03-25,7,20.41
CUST00527,2023-03-25,19,44.66
CUST00078,2023-03-25,3,32.54
CUST00742,2023-03-26,1,33.7
CUST00642,2023-03-26,9,48.77
CUST00093,2023-03-26,5,25.19
CUST00673,2023-03-26,4,35.34
CUST00282,2023-03-26,20,14.78
CUST00485,2023-03-26,10,9.81
CUST00464,2023-03-26,7,25.2
CUST00981,2023-03-26,8,17.81
CUST00058,2023-03-26,20,18.82
CUST00356,2023-03-26,6,15.11
CUST00331,2023-03-26,16,44.39
CUST00762,2023-03-26,12,14.49
CUST00054,2023-03-26,16,8.58
CUST00664,2023-03-26,3,11.16
CUST00981,2023-03-26,12,47.67
CUST00490,2023-03-26,6,45.16
CUST00548,2023-03-26,7,32.53
CUST00146,2023-03-27,8,27.0
CUST00758,2023-03-27,2,16.86
CUST00933,2023-03-27,2,11.29
CUST00381,2023-03-27,2,18.79
CUST00854,2023-03-27,7,8.27
CUST00781,2023-03-27,15,44.7
CUST00698,2023-03-27,12,13.51
CUST00826,2023-03-27,4,19.23
CUST00281,2023-03-27,17,46.68
CUST00986,2023-03-27,14,37.37
CUST00796,2023-03-27,2,29.02
CUST00166,2023-03-27,7,14.26
CUST00636,2023-03-27,2,24.77
CUST00007,2023-03-27,16,16.82
CUST00992,2023-03-27,8,40.51
CUST00891,2023-03-27,9,17.81
CUST00960,2023-03-27,2,13.21
CUST00202,2023-03-27,5,47.25
CUST00632,2023-03-27,2,30.52
CUST00182,2023-03-27,19,21.68
CUST00198,2023-03-27,10,20.84
CUST00696,2023-03-27,10,38.16
CUST00937,2023-03-27,14,8.77
CUST00922,2023-03-27,7,25.12
CUST00048,2023-03-27,12,22.8
CUST00651,2023-03-27,20,34.48
CUST00722,2023-03-27,10,35.1
CUST00943,2023-03-27,15,10.19
CUST00245,2023-03-27,10,33.29
CUST00155,2023-03-27,1,23.73
CUST00345,2023-03-28,17,47.36
CUST00582,2023-03-28,18,9.93
CUST00416,2023-03-28,18,30.33
CUST00958,2023-03-28,4,13.02
CUST00775,2023-03-28,13,21.31
CUST00561,2023-03-28,15,25.04
CUST00425,2023-03-28,18,11.71
CUST00349,2023-03-28,14,18.62
CUST00241,2023-03-28,10,26.9
CUST00519,2023-03-28,15,34.01
CUST00423,2023-03-28,13,40.96
CUST00900,2023-03-28,12,18.56
CUST00185,2023-03-28,5,39.8
CUST00676,2023-03-28,2,39.58
CUST00173,2023-03-28,7,25.13
CUST00405,2023-03-28,13,27.98
CUST00600,2023-03-28,19,42.49
CUST00945,2023-03-28,15,38.88
CUST00896,2023-03-29,12,43.25
CUST00505,2023-03-29,15,35.66
CUST00662,2023-03-29,15,18.12
CUST00119,2023-03-29,9,31.78
CUST00191,2023-03-29,13,34.34
CUST00644,2023-03-29,18,22.41
CUST00651,2023-03-29,5,30.43
CUST00307,2023-03-29,15,36.99
CUST00802,2023-03-29,2,38.31
CUST00351,2023-03-29,19,24.06
CUST00689,2023-03-29,9,40.61
CUST00047,2023-03-29,17,21.43
CUST00205,2023-03-29,12,13.43
CUST00875,2023-03-29,9,49.67
CUST00651,2023-03-29,5,44.23
CUST00655,2023-03-29,5,40.86
CUST00910,2023-03-29,8,24.24
CUST00968,2023-03-29,5,9.12
CUST00125,2023-03-29,10,39.07
CUST00912,2023-03-29,1,29.02
CUST00014,2023-03-29,2,12.77
CUST00944,2023-03-29,7,8.8
CUST00475,2023-03-30,8,22.34
CUST00353,2023-03-30,7,47.09
CUST00059,2023-03-30,9,35.36
CUST00968,2023-03-30,20,41.93
CUST00329,2023-03-30,19,48.68
CUST00759,2023-03-30,11,21.91
CUST00196,2023-03-30,12,16.13
CUST00158,2023-03-30,4,12.86
CUST00534,2023-03-30,10,19.92
CUST00033,2023-03-30,5,38.43
CUST00928,2023-03-30,4,41.05
CUST00165,2023-03-30,1,8.39
CUST00092,2023-03-30,9,12.98
CUST00313,2023-03-30,2,11.65
CUST00498,2023-03-30,14,34.51
CUST00098,2023-03-30,11,22.91
CUST00865,2023-03-30,18,46.44
CUST00155,2023-03-30,17,23.29
CUST00798,2023-03-30,7,38.2
CUST00605,2023-03-30,4,7.32
CUST00543,2023-03-30,12,41.29
CUST00278,2023-03-30,19,26.08
CUST00864,2023-03-30,6,14.53
CUST00920,2023-03-30,8,44.21
CUST00536,2023-03-30,20,14.53
CUST00001,2023-03-30,17,24.04
CUST00430,2023-03-30,15,40.66
CUST00316,2023-03-30,20,21.57
CUST00692,2023-03-30,14,34.3
CUST00314,2023-03-30,5,7.39
CUST00867,2023-03-30,15,10.37
CUST00370,2023-03-30,19,37.4
CUST00060,2023-03-30,3,39.83
CUST00281,2023-03-30,12,22.14
CUST00210,2023-03-30,19,32.22
CUST00087,2023-03-31,18,23.18
CUST00980,2023-03-31,8,21.18
CUST00515,2023-03-31,19,23.65
CUST00899,2023-03-31,3,16.06
CUST00050,2023-03-31,16,30.53
CUST00685,2023-03-31,6,18.03
CUST00104,2023-03-31,5,9.43
CUST00465,2023-03-31,14,37.26
CUST00271,2023-03-31,19,10.81
CUST00317,2023-03-31,11,5.32
CUST00773,2023-03-31,15,41.1
CUST00914,2023-03-31,3,42.13
CUST00023,2023-03-31,6,15.85
CUST00407,2023-03-31,12,7.12
CUST00623,2023-03-31,19,48.53
CUST00060,2023-03-31,15,28.9
CUST00770,2023-03-31,4,22.9
CUST00569,2023-03-31,3,12.44
CUST00504,2023-03-31,14,33.64
CUST00413,2023-03-31,11,48.29
CUST00928,2023-03-31,16,21.92
CUST00979,2023-03-31,7,15.86
CUST00880,2023-03-31,2,47.87
CUST00660,2023-03-31,20,25.45
CUST00074,2023-03-31,14,10.79
CUST00469,2023-03-31,11,44.69
CUST00686,2023-03-31,18,28.54
CUST00025,2023-03-31,11,14.56
CUST00239,2023-03-31,11,47.84
CUST00440,2023-03-31,20,32.1
CUST00121,2023-04-01,4,34.58
CUST00253,2023-04-01,7,16.5
CUST00256,2023-04-01,3,38.21
CUST00233,2023-04-01,13,41.0
CUST00570,2023-04-01,9,30.96
CUST00716,2023-04-01,11,22.1
CUST00907,2023-04-01,20,33.51
CUST00254,2023-04-01,12,47.48
CUST00763,2023-04-01,16,41.48
CUST00761,2023-04-01,8,11.08
CUST00903,2023-04-01,13,48.28
CUST00611,2023-04-01,20,39.62
CUST00489,2023-04-01,20,33.99
CUST00902,2023-04-01,18,28.95
CUST00985,2023-04-01,14,28.25
CUST00710,2023-04-01,1,6.71
CUST00410,2023-04-01,14,38.58
CUST00634,2023-04-01,9,37.41
CUST00313,2023-04-01,1,27.24
CUST00920,2023-04-01,4,22.79
CUST00254,2023-04-01,18,35.46
CUST00869,2023-04-01,7,46.48
CUST00675,2023-04-02,20,10.23
CUST00908,2023-04-02,14,26.76
CUST00294,2023-04-02,7,14.1
CUST00345,2023-04-02,5,43.41
CUST00968,2023-04-02,15,18.09
CUST00369,2023-04-02,7,9.59
CUST00626,2023-04-02,18,38.81
CUST00189,2023-04-02,2,47.29
CUST00243,2023-04-02,11,22.31
CUST00674,2023-04-02,14,48.13
CUST00279,2023-04-02,9,12.29
CUST00232,2023-04-02,2,13.12
CUST00961,2023-04-02,20,36.6
CUST00213,2023-04-02,5,11.99
CUST00648,2023-04-02,18,31.34
CUST00363,2023-04-02,15,22.16
CUST00767,2023-04-02,16,29.09
CUST00927,2023-04-02,17,6.26
CUST00428,2023-04-02,13,21.3
CUST00282,2023-04-02,15,22.61
CUST00980,2023-04-02,4,11.7
CUST00526,2023-04-02,6,41.13
CUST00554,2023-04-02,10,12.55
CUST00329,2023-04-03,5,32.27
CUST00380,2023-04-03,11,49.5
CUST00308,2023-04-03,11,39.26
CUST00364,2023-04-03,1,14.97
CUST00305,2023-04-03,2,9.51
CUST00242,2023-04-03,10,8.86
CUST00216,2023-04-03,2,18.44
CUST00283,2023-04-03,8,42.71
CUST00131,2023-04-03,17,44.87
CUST00076,2023-04-03,13,41.77
CUST00743,2023-04-03,7,21.08
CUST00257,2023-04-03,20,28.35
CUST00041,2023-04-03,17,33.95
CUST00762,2023-04-03,15,28.9
CUST00465,2023-04-03,15,5.94
CUST00079,2023-04-03,2,22.55
CUST00024,2023-04-03,13,17.66
CUST00812,2023-04-03,19,32.07
CUST00609,2023-04-03,11,9.66
CUST00291,2023-04-04,3,30.31
CUST00301,2023-04-04,3,42.42
CUST00625,2023-04-04,8,49.06
CUST00758,2023-04-04,12,19.36
CUST00271,2023-04-04,20,40.8
CUST00925,2023-04-04,3,44.1
CUST00690,2023-04-04,5,43.33
CUST00288,2023-04-04,19,46.96
CUST00345,2023-04-04,10,15.08
CUST00496,2023-04-04,18,27.93
CUST00904,2023-04-04,9,22.06
CUST00318,2023-04-04,5,22.65
CUST00518,2023-04-04,2,17.79
CUST00654,2023-04-04,3,47.52
CUST00567,2023-04-04,13,16.15
CUST00607,2023-04-04,13,46.51
CUST00469,2023-04-04,19,21.57
CUST00246,2023-04-04,1,8.46
CUST00541,2023-04-04,7,10.2
CUST00511,2023-04-04,5,34.88
CUST00671,2023-04-04,15,45.43
CUST00332,2023-04-04,1,30.05
CUST00324,2023-04-05,10,7.96
CUST00085,2023-04-05,18,24.22
CUST00289,2023-04-05,3,19.99
CUST00676,2023-04-05,12,48.88
CUST00269,2023-04-05,3,39.72
CUST00823,2023-04-05,6,45.93
CUST00463,2023-04-05,12,19.37
CUST00065,2023-04-05,14,29.56
CUST00264,2023-04-05,10,39.57
CUST00209,2023-04-05,18,35.66
CUST00749,2023-04-05,19,17.57
CUST00840,2023-04-05,12,44.43
CUST00279,2023-04-05,18,44.93
CUST00081,2023-04-05,20,29.06
CUST00087,2023-04-05,10,24.88
CUST00833,2023-04-05,19,21.07
CUST00270,2023-04-05,7,43.74
CUST00943,2023-04-05,6,33.96
CUST00535,2023-04-05,18,6.9
CUST00474,2023-04-05,20,37.35
CUST00638,2023-04-05,2,22.91
CUST00518,2023-04-05,15,19.26
CUST00983,2023-04-06,9,37.62
CUST00347,2023-04-06,5,11.77
CUST00445,2023-04-06,16,43.12
CUST00626,2023-04-06,16,7.75
CUST00683,2023-04-06,11,47.59
CUST00510,2023-04-06,2,49.67
CUST00418,2023-04-06,12,41.8
CUST00593,2023-04-06,15,24.75
CUST00862,2023-04-06,4,9.59
CUST00466,2023-04-06,13,49.96
CUST00001,2023-04-06,2,40.46
CUST00070,2023-04-06,20,10.32
CUST00629,2023-04-06,2,9.88
CUST00652,2023-04-06,6,35.93
CUST00769,2023-04-06,2,34.58
CUST00487,2023-04-06,4,10.79
CUST00709,2023-04-06,14,9.43
CUST00989,2023-04-06,17,20.12
CUST00673,2023-04-06,4,42.86
CUST00400,2023-04-06,13,8.41
CUST00126,2023-04-06,7,17.49
CUST00479,2023-04-06,6,43.3
CUST00487,2023-04-06,12,21.1
CUST00214,2023-04-06,8,18.58
CUST00821,2023-04-06,20,11.02
CUST00998,2023-04-06,5,9.51
CUST00809,2023-04-06,4,43.47
CUST00852,2023-04-06,12,12.79
CUST00516,2023-04-06,18,35.42
CUST00876,2023-04-06,4,12.84
CUST00276,2023-04-06,13,9.44
CUST00500,2023-04-07,14,10.26
CUST00793,2023-04-07,10,8.91
CUST00269,2023-04-07,5,49.41
CUST00565,2023-04-07,5,6.97
CUST00945,2023-04-07,17,22.99
CUST00485,2023-04-07,9,38.85
CUST00272,2023-04-07,16,27.39
CUST00990,2023-04-07,7,13.06
CUST00886,2023-04-07,11,37.79
CUST00206,2023-04-07,7,26.09
CUST00689,2023-04-07,5,30.47
CUST00333,2023-04-07,10,23.54
CUST00495,2023-04-07,20,21.81
CUST00131,2023-04-07,13,26.85
CUST00450,2023-04-07,3,19.86
CUST00910,2023-04-07,11,25.47
CUST00761,2023-04-07,15,15.96
CUST00338,2023-04-08,20,26.26
CUST00246,2023-04-08,20,36.26
CUST00244,2023-04-08,10,26.8
CUST00673,2023-04-08,3,28.69
CUST00967,2023-04-08,20,36.72
CUST00042,2023-04-08,16,38.02
CUST00124,2023-04-08,17,29.83
CUST00090,2023-04-08,18,21.17
CUST00095,2023-04-08,18,13.7
CUST00180,2023-04-08,7,39.82
CUST00732,2023-04-08,14,40.55
CUST00437,2023-04-08,17,41.26
CUST00825,2023-04-08,13,35.33
CUST00972,2023-04-08,13,39.84
CUST00033,2023-04-08,12,41.88
CUST00614,2023-04-08,5,49.41
CUST00164,2023-04-08,19,40.3
CUST00752,2023-04-09,19,44.31
CUST00550,2023-04-09,15,14.78
CUST00248,2023-04-09,4,49.08
CUST00578,2023-04-09,12,12.73
CUST00115,2023-04-09,12,33.26
CUST00216,2023-04-09,4,47.9
CUST00793,2023-04-09,3,31.07
CUST00729,2023-04-09,8,30.75
CUST00099,2023-04-09,7,9.92
CUST00250,2023-04-09,9,46.27
CUST00629,2023-04-09,4,36.37
CUST00792,2023-04-09,7,13.07
CUST00206,2023-04-09,19,19.38
CUST00834,2023-04-09,12,32.08
CUST00275,2023-04-09,17,26.23
CUST00403,2023-04-09,15,33.86
CUST00355,2023-04-09,2,49.81
CUST00720,2023-04-09,8,5.63
CUST00397,2023-04-09,4,37.06
CUST00455,2023-04-09,1,26.62
CUST00828,2023-04-09,5,22.8
CUST00534,2023-04-09,1,8.32
CUST00671,2023-04-10,19,16.58
CUST00705,2023-04-10,6,42.6
CUST00826,2023-04-10,5,14.57
CUST00036,2023-04-10,8,18.09
CUST00055,2023-04-10,16,36.74
CUST00274,2023-04-10,1,23.56
CUST00770,2023-04-10,8,39.16
CUST00316,2023-04-10,4,31.1
CUST00906,2023-04-10,8,45.13
CUST00001,2023-04-10,12,39.07
CUST00542,2023-04-10,12,29.09
CUST00738,2023-04-10,12,16.94
CUST00890,2023-04-10,7,28.47
CUST00621,2023-04-10,5,15.73
CUST00276,2023-04-10,7,42.36
CUST00476,2023-04-10,7,27.74
CUST00166,2023-04-11,9,33.23
CUST00427,2023-04-11,13,25.72
CUST00431,2023-04-11,5,39.05
CUST00771,2023-04-11,5,15.85
CUST00975,2023-04-11,12,16.37
CUST00334,2023-04-11,7,44.89
CUST00828,2023-04-11,11,36.47
CUST00237,2023-04-11,18,24.53
CUST00552,2023-04-11,5,14.06
CUST00107,2023-04-11,20,8.05
CUST00921,2023-04-11,16,5.06
CUST00512,2023-04-11,2,28.82
CUST00617,2023-04-11,16,9.25
CUST00951,2023-04-11,14,26.3
CUST00829,2023-04-11,5,8.21
CUST00268,2023-04-11,5,8.35
CUST00606,2023-04-11,19,48.94
CUST00247,2023-04-11,12,18.43
CUST00327,2023-04-11,9,45.26
CUST00399,2023-04-11,6,7.64
CUST00870,2023-04-11,13,19.52
CUST00152,2023-04-11,14,30.57
CUST00505,2023-04-11,2,32.31
CUST00449,2023-04-11,7,21.77
CUST00691,2023-04-11,18,38.34
CUST00075,2023-04-11,16,22.75
CUST00199,2023-04-11,13,20.09
CUST00075,2023-04-11,6,32.21
CUST00015,2023-04-12,10,31.77
CUST00826,2023-04-12,10,14.57
CUST00900,2023-04-12,14,39.0
CUST00099,2023-04-12,7,6.53
CUST00615,2023-04-12,12,26.36
CUST00535,2023-04-12,17,47.87
CUST00933,2023-04-12,17,22.99
CUST00755,2023-04-12,15,29.1
CUST00001,2023-04-12,15,38.64
CUST00189,2023-04-12,16,32.16
CUST00914,2023-04-12,20,21.65
CUST00346,2023-04-12,1,20.62
CUST00763,2023-04-12,1,7.58
CUST00988,2023-04-12,8,31.33
CUST00208,2023-04-12,14,36.53
CUST00947,2023-04-12,9,28.06
CUST00098,2023-04-12,12,31.61
CUST00347,2023-04-12,19,48.77
CUST00633,2023-04-12,18,12.89
CUST00608,2023-04-12,4,7.86
CUST00715,2023-04-13,20,49.43
CUST00460,2023-04-13,3,17.79
CUST00459,2023-04-13,7,18.77
CUST00472,2023-04-13,19,38.29
CUST00324,2023-04-13,12,41.33
CUST00088,2023-04-13,20,16.65
CUST00870,2023-04-13,11,5.16
CUST00206,2023-04-13,11,25.33
CUST00173,2023-04-13,11,48.91
CUST00294,2023-04-13,10,32.46
CUST00392,2023-04-13,18,33.29
CUST00863,2023-04-13,13,49.49
CUST00422,2023-04-13,8,40.27
CUST00334,2023-04-13,18,9.84
CUST00595,2023-04-13,7,45.55
CUST00522,2023-04-13,15,34.34
CUST00455,2023-04-13,20,23.98
CUST00637,2023-04-13,12,18.25
CUST00507,2023-04-13,1,32.58
CUST00394,2023-04-13,19,30.85
CUST00208,2023-04-14,17,49.49
CUST00958,2023-04-14,1,36.59
CUST00932,2023-04-14,18,29.38
CUST00565,2023-04-14,11,10.55
CUST00701,2023-04-14,10,49.38
CUST00312,2023-04-14,11,46.41
CUST00097,2023-04-14,6,33.16
CUST00322,2023-04-14,6,36.43
CUST00628,2023-04-14,15,20.15
CUST00617,2023-04-14,10,49.04
CUST00741,2023-04-14,14,32.75
CUST00972,2023-04-14,18,23.86
CUST00536,2023-04-14,20,24.55
CUST00164,2023-04-14,16,30.41
CUST00225,2023-04-14,9,33.92
CUST00359,2023-04-14,12,40.08
CUST00397,2023-04-14,3,39.72
CUST00365,2023-04-14,8,19.28
CUST00179,2023-04-14,5,36.43
CUST00616,2023-04-14,17,48.24
CUST00153,2023-04-15,14,18.67
CUST00202,2023-04-15,12,37.99
CUST00562,2023-04-15,5,9.05
CUST00299,2023-04-15,6,18.02
CUST00239,2023-04-15,20,26.69
CUST00207,2023-04-15,18,33.23
CUST00200,2023-04-15,10,24.05
CUST00913,2023-04-15,9,6.51
CUST00801,2023-04-15,3,19.88
CUST00163,2023-04-15,5,36.67
CUST00100,2023-04-15,12,27.65
CUST00683,2023-04-15,7,38.4
CUST00558,2023-04-15,12,40.12
CUST00307,2023-04-15,18,21.8
CUST00187,2023-04-15,11,7.72
CUST00383,2023-04-15,5,10.32
CUST00715,2023-04-15,16,19.97
CUST00778,2023-04-15,9,38.56
CUST00953,2023-04-15,1,16.66
CUST00594,2023-04-15,20,14.24
CUST00737,2023-04-15,10,47.91
CUST00610,2023-04-15,4,18.6
CUST00926,2023-04-15,14,33.61
CUST00250,2023-04-16,19,28.44
CUST00877,2023-04-16,18,21.7
CUST00260,2023-04-16,5,11.8
CUST00060,2023-04-16,19,35.12
CUST00715,2023-04-16,9,5.01
CUST00470,2023-04-16,16,49.84
CUST00331,2023-04-16,2,6.63
CUST00063,2023-04-16,10,14.51
CUST00941,2023-04-16,2,49.11
CUST00302,2023-04-16,1,8.73
CUST00801,2023-04-16,3,35.93
CUST00542,2023-04-16,13,41.7
CUST00649,2023-04-16,12,12.36
CUST00793,2023-04-16,19,45.68
CUST00859,2023-04-16,11,15.84
CUST00014,2023-04-16,17,43.31
CUST00829,2023-04-16,14,45.02
CUST00063,2023-04-16,18,44.11
CUST00716,2023-04-17,19,45.37
CUST00950,2023-04-17,5,16.77
CUST00253,2023-04-17,19,17.6
CUST00088,2023-04-17,5,47.96
CUST00447,2023-04-17,1,28.16
CUST00250,2023-04-17,4,42.29
CUST00160,2023-04-17,17,32.13
CUST00795,2023-04-17,12,16.28
CUST00887,2023-04-17,13,21.19
CUST00097,2023-04-17,10,18.91
CUST00200,2023-04-17,11,29.48
CUST00410,2023-04-17,15,8.58
CUST00598,2023-04-17,3,40.69
CUST00828,2023-04-17,12,15.08
CUST00601,2023-04-17,3,29.36
CUST00424,2023-04-17,3,11.28
CUST00892,2023-04-17,7,25.38
CUST00626,2023-04-17,10,6.35
CUST00978,2023-04-17,15,42.74
CUST00101,2023-04-17,5,14.85
CUST00808,2023-04-17,7,39.65
CUST00413,2023-04-17,14,18.46
CUST00749,2023-04-17,20,34.86
CUST00502,2023-04-17,10,10.8
CUST00678,2023-04-17,18,24.91
CUST00392,2023-04-17,15,21.09
CUST00803,2023-04-17,7,32.7
CUST00009,2023-04-18,10,22.71
CUST00081,2023-04-18,9,9.81
CUST00819,2023-04-18,4,9.96
CUST00412,2023-04-18,8,10.71
CUST00703,2023-04-18,3,7.24
CUST00901,2023-04-18,1,22.53
CUST00426,2023-04-18,3,37.9
CUST00048,2023-04-18,4,17.67
CUST00230,2023-04-18,10,28.89
CUST00338,2023-04-18,20,12.26
CUST00410,2023-04-18,12,41.54
CUST00542,2023-04-18,9,38.97
CUST00540,2023-04-18,13,10.71
CUST00383,2023-04-18,2,46.3
CUST00971,2023-04-18,20,11.04
CUST00984,2023-04-18,2,21.52
CUST00558,2023-04-18,12,41.01
CUST00143,2023-04-18,8,31.28
CUST00675,2023-04-18,15,6.14
CUST00405,2023-04-19,18,11.17
CUST00622,2023-04-19,15,6.2
CUST00560,2023-04-19,3,16.65
CUST00039,2023-04-19,11,11.03
CUST00353,2023-04-19,16,27.25
CUST00086,2023-04-19,1,42.43
CUST00240,2023-04-19,8,32.32
CUST00138,2023-04-19,20,49.19
CUST00850,2023-04-19,3,42.93
CUST00996,2023-04-19,8,20.81
CUST00573,2023-04-19,1,43.9
CUST00972,2023-04-19,2,15.27
CUST00823,2023-04-19,10,46.41
CUST00674,2023-04-19,8,24.81
CUST00325,2023-04-19,6,29.09
CUST00173,2023-04-19,15,38.09
CUST00785,2023-04-19,10,41.57
CUST00415,2023-04-19,20,12.95
CUST00312,2023-04-19,10,19.55
CUST00704,2023-04-19,20,34.83
CUST00426,2023-04-19,13,23.25
CUST00281,2023-04-20,20,24.4
CUST00628,2023-04-20,16,18.37
CUST00103,2023-04-20,14,26.31
CUST00405,2023-04-20,6,32.86
CUST00595,2023-04-20,5,38.0
CUST00587,2023-04-20,5,25.31
CUST00350,2023-04-20,11,34.12
CUST00407,2023-04-20,12,5.13
CUST00235,2023-04-20,18,44.36
CUST00830,2023-04-20,6,20.27
CUST00841,2023-04-20,3,16.59
CUST00293,2023-04-20,8,42.31
CUST00461,2023-04-20,1,49.93
CUST00077,2023-04-20,7,29.78
CUST00724,2023-04-20,12,22.39
CUST00442,2023-04-20,2,43.38
CUST00900,2023-04-20,3,45.2
CUST00792,2023-04-20,14,35.73
CUST00396,2023-04-20,12,21.96
CUST00871,2023-04-21,3,42.11
CUST00150,2023-04-21,1,32.31
CUST00148,2023-04-21,12,39.88
CUST00606,2023-04-21,15,9.3
CUST00410,2023-04-21,18,20.93
CUST00593,2023-04-21,3,25.2
CUST00240,2023-04-21,15,14.44
CUST00878,2023-04-21,18,22.48
CUST00864,2023-04-21,12,32.16
CUST00234,2023-04-21,1,15.64
CUST00239,2023-04-21,18,10.47
CUST00621,2023-04-21,20,46.23
CUST00587,2023-04-21,7,5.05
CUST00626,2023-04-21,3,32.85
CUST00573,2023-04-21,11,25.17
CUST00150,2023-04-21,13,31.7
CUST00798,2023-04-21,13,18.29
CUST00860,2023-04-21,13,9.88
CUST00812,2023-04-21,13,5.02
CUST00474,2023-04-21,7,34.55
CUST00653,2023-04-21,17,8.45
CUST00215,2023-04-21,15,22.75
CUST00950,2023-04-21,1,15.84
CUST00985,2023-04-22,14,24.6
CUST00666,2023-04-22,3,13.59
CUST00784,2023-04-22,7,29.01
CUST00552,2023-04-22,19,25.78
CUST00844,2023-04-22,4,49.14
CUST00505,2023-04-22,19,49.87
CUST00979,2023-04-22,13,10.98
CUST00993,2023-04-22,18,43.75
CUST00443,2023-04-22,15,7.42
CUST00244,2023-04-22,1,47.06
CUST00498,2023-04-22,8,38.54
CUST00166,2023-04-22,4,5.27
CUST00187,2023-04-22,10,7.45
CUST00867,2023-04-22,15,13.41
CUST00868,2023-04-22,11,46.59
CUST00833,2023-04-23,17,28.9
CUST00642,2023-04-23,12,46.69
CUST00078,2023-04-23,19,47.33
CUST00782,2023-04-23,16,7.59
CUST00140,2023-04-23,13,25.44
CUST00506,2023-04-23,17,42.75
CUST00280,2023-04-23,12,43.2
CUST00054,2023-04-23,2,11.29
CUST00511,2023-04-23,19,38.89
CUST00637,2023-04-23,18,44.49
CUST00947,2023-04-23,7,16.57
CUST00206,2023-04-23,15,23.2
CUST00332,2023-04-23,9,10.44
CUST00688,2023-04-23,20,44.53
CUST00096,2023-04-23,11,29.05
CUST00912,2023-04-23,12,36.39
CUST00478,2023-04-23,4,26.79
CUST00200,2023-04-23,11,16.13
CUST00972,2023-04-23,9,9.45
CUST00140,2023-04-23,3,27.84
CUST00165,2023-04-23,14,7.31
CUST00776,2023-04-23,1,49.5
CUST00456,2023-04-23,18,12.76
CUST00355,2023-04-24,4,38.43
CUST00209,2023-04-24,14,32.79
CUST00458,2023-04-24,2,41.9
CUST00041,2023-04-24,14,37.68
CUST00518,2023-04-24,18,46.37
CUST00446,2023-04-24,5,25.78
CUST00792,2023-04-24,14,9.61
CUST00473,2023-04-24,3,49.06
CUST00592,2023-04-24,17,7.98
CUST00991,2023-04-24,5,45.07
CUST00070,2023-04-24,15,29.1
CUST00789,2023-04-24,8,26.03
CUST00950,2023-04-24,11,23.48
CUST00747,2023-04-24,15,46.92
CUST00473,2023-04-24,17,18.41
CUST00762,2023-04-24,18,20.23
CUST00083,2023-04-24,8,41.84
CUST00929,2023-04-24,2,48.16
CUST00734,2023-04-24,19,25.45
CUST00839,2023-04-24,9,27.34
CUST00891,2023-04-25,3,43.26
CUST00027,2023-04-25,20,16.49
CUST00339,2023-04-25,8,22.82
CUST00140,2023-04-25,12,49.28
CUST00033,2023-04-25,15,18.39
CUST00615,2023-04-25,6,7.8
